1747.0,1411.0,1864.0,1468.0
1855.0,1269.0,1914.0,1363.0
1583.0,2013.0,1640.0,2122.0
1571.0,1530.0,1626.0,1639.0
1757.0,1517.0,1815.0,1622.0
1626.0,1520.0,1682.0,1622.0
894.0,1228.0,945.0,1327.0
1982.0,1628.0,2102.0,1695.0
1082.0,544.0,1126.0,636.0
2150.0,1456.0,2205.0,1560.0
1309.0,879.0,1360.0,970.0
1369.0,1663.0,1423.0,1774.0
1319.0,795.0,1419.0,846.0
1495.0,1306.0,1545.0,1396.0
1005.0,1223.0,1053.0,1315.0
1889.0,1606.0,1944.0,1701.0
1512.0,1537.0,1565.0,1641.0
1072.0,469.0,1164.0,512.0
1523.0,2020.0,1575.0,2123.0
1183.0,224.0,1224.0,322.0
1772.0,836.0,1826.0,931.0
1073.0,649.0,1121.0,744.0
1254.0,1208.0,1304.0,1309.0
1796.0,1990.0,1851.0,2090.0
1020.0,980.0,1065.0,1076.0
953.0,1446.0,1057.0,1497.0
1123.0,987.0,1173.0,1083.0
1310.0,1197.0,1361.0,1303.0
1731.0,1183.0,1787.0,1271.0
1120.0,332.0,1164.0,416.0
1369.0,1197.0,1420.0,1296.0
956.0,991.0,1003.0,1083.0
1311.0,1670.0,1362.0,1771.0
1017.0,646.0,1062.0,739.0
947.0,1225.0,1000.0,1322.0
1426.0,866.0,1477.0,958.0
1591.0,1897.0,1646.0,1996.0
1487.0,964.0,1536.0,1051.0
1498.0,1650.0,1550.0,1753.0
1716.0,839.0,1768.0,933.0
1521.0,631.0,1567.0,714.0
1656.0,2002.0,1711.0,2111.0
1360.0,544.0,1399.0,638.0
1369.0,1302.0,1415.0,1400.0
1814.0,1062.0,1938.0,1149.0
1611.0,1295.0,1655.0,1395.0
1440.0,1552.0,1495.0,1654.0
899.0,991.0,946.0,1077.0
1370.0,973.0,1419.0,1070.0
1827.0,1510.0,1881.0,1606.0
908.0,325.0,954.0,409.0
1311.0,980.0,1359.0,1071.0
1016.0,331.0,1054.0,416.0
969.0,645.0,1012.0,727.0
1190.0,979.0,1234.0,1063.0
1306.0,542.0,1351.0,631.0
967.0,884.0,1017.0,982.0
1680.0,1292.0,1726.0,1380.0
1370.0,863.0,1421.0,963.0
971.0,552.0,1019.0,645.0
1761.0,1632.0,1816.0,1735.0
1430.0,1190.0,1482.0,1297.0
1001.0,1330.0,1045.0,1426.0
958.0,342.0,1001.0,427.0
1439.0,321.0,1483.0,410.0
1311.0,1315.0,1360.0,1408.0
801.0,885.0,839.0,970.0
1248.0,1313.0,1295.0,1408.0
909.0,891.0,959.0,974.0
881.0,1331.0,932.0,1433.0
1251.0,977.0,1297.0,1069.0
1278.0,328.0,1323.0,413.0
1248.0,1669.0,1294.0,1761.0
1579.0,623.0,1626.0,706.0
1437.0,1662.0,1487.0,1773.0
1410.0,541.0,1454.0,625.0
1429.0,966.0,1477.0,1048.0
424.0,795.0,499.0,844.0
1336.0,229.0,1377.0,304.0
1600.0,964.0,1647.0,1048.0
1065.0,1329.0,1113.0,1421.0
744.0,656.0,791.0,743.0
1203.0,641.0,1250.0,735.0
1188.0,1326.0,1234.0,1412.0
846.0,335.0,888.0,407.0
1593.0,868.0,1640.0,949.0
965.0,249.0,1006.0,331.0
1493.0,314.0,1542.0,403.0
1022.0,546.0,1064.0,636.0
1660.0,1892.0,1717.0,1992.0
1486.0,859.0,1532.0,954.0
1408.0,636.0,1453.0,730.0
1122.0,237.0,1169.0,313.0
1282.0,232.0,1326.0,317.0
614.0,995.0,660.0,1083.0
1193.0,876.0,1236.0,968.0
1741.0,1283.0,1794.0,1377.0
549.0,1009.0,607.0,1091.0
842.0,1000.0,893.0,1093.0
1682.0,520.0,1733.0,608.0
1253.0,872.0,1304.0,969.0
1249.0,534.0,1296.0,635.0
1070.0,329.0,1113.0,407.0
1623.0,1123.0,1722.0,1169.0
1379.0,1555.0,1429.0,1656.0
866.0,555.0,911.0,645.0
1698.0,1521.0,1750.0,1616.0
1654.0,956.0,1706.0,1033.0
