1738.0,1904.0,1789.0,1988.0
680.0,987.0,723.0,1066.0
1126.0,1328.0,1173.0,1433.0
1673.0,1197.0,1725.0,1273.0
1545.0,966.0,1588.0,1046.0
1308.0,633.0,1350.0,723.0
1389.0,325.0,1430.0,411.0
718.0,756.0,814.0,805.0
1186.0,1211.0,1236.0,1314.0
755.0,556.0,801.0,648.0
1079.0,981.0,1119.0,1075.0
920.0,557.0,963.0,646.0
1872.0,1973.0,1922.0,2055.0
542.0,655.0,590.0,739.0
1656.0,843.0,1706.0,942.0
1256.0,642.0,1300.0,738.0
1307.0,1123.0,1434.0,1175.0
803.0,649.0,845.0,730.0
1360.0,639.0,1403.0,732.0
1614.0,1197.0,1662.0,1284.0
1557.0,1648.0,1608.0,1755.0
1977.0,1245.0,2031.0,1327.0
1792.0,1171.0,1847.0,1263.0
866.0,647.0,905.0,735.0
1228.0,331.0,1270.0,410.0
1626.0,531.0,1679.0,609.0
852.0,895.0,894.0,975.0
1902.0,1501.0,1949.0,1595.0
1804.0,1894.0,1854.0,1974.0
1552.0,1199.0,1602.0,1289.0
811.0,542.0,857.0,643.0
630.0,553.0,680.0,646.0
1017.0,240.0,1056.0,321.0
709.0,809.0,792.0,847.0
1180.0,324.0,1215.0,399.0
1971.0,1490.0,2017.0,1592.0
732.0,985.0,780.0,1071.0
1717.0,951.0,1766.0,1033.0
1850.0,1145.0,1911.0,1255.0
1491.0,1201.0,1537.0,1293.0
794.0,986.0,842.0,1084.0
2022.0,1476.0,2072.0,1573.0
1068.0,236.0,1111.0,315.0
1839.0,837.0,1892.0,923.0
923.0,647.0,964.0,733.0
1519.0,1895.0,1575.0,2004.0
1332.0,317.0,1377.0,404.0
1771.0,945.0,1823.0,1035.0
517.0,804.0,596.0,847.0
1972.0,1136.0,2044.0,1241.0
1130.0,1217.0,1176.0,1314.0
1690.0,1627.0,1741.0,1714.0
626.0,662.0,677.0,753.0
1309.0,1566.0,1357.0,1664.0
696.0,645.0,736.0,744.0
1872.0,1879.0,1918.0,1963.0
1256.0,1566.0,1300.0,1662.0
794.0,338.0,837.0,416.0
1638.0,616.0,1683.0,702.0
2068.0,1819.0,2142.0,1921.0
538.0,747.0,594.0,797.0
1466.0,543.0,1513.0,626.0
1136.0,883.0,1177.0,981.0
1624.0,1638.0,1685.0,1747.0
815.0,1223.0,882.0,1321.0
745.0,866.0,791.0,912.0
1533.0,859.0,1587.0,957.0
1575.0,532.0,1623.0,616.0
1690.0,625.0,1736.0,700.0
1521.0,533.0,1566.0,602.0
696.0,548.0,742.0,634.0
1724.0,1994.0,1779.0,2107.0
1470.0,623.0,1520.0,708.0
1021.0,881.0,1067.0,973.0
1072.0,1226.0,1115.0,1311.0
1392.0,226.0,1433.0,307.0
1228.0,232.0,1270.0,314.0
818.0,1336.0,872.0,1440.0
1746.0,608.0,1799.0,692.0
569.0,805.0,624.0,849.0
1831.0,949.0,1876.0,1023.0
